investor_id,amfi_code,transaction_date,transaction_type,amount_inr,kyc_status
INV100269,120843,2024-02-27,SIP,1003,Verified
INV100269,120843,2024-03-29,SIP,1019,Verified
INV100269,120843,2024-04-29,SIP,968,Verified
INV100269,120843,2024-05-26,SIP,944,Verified
INV100269,120843,2024-06-18,SIP,995,Verified
INV100269,120843,2024-07-21,SIP,931,Verified
INV100269,120843,2024-08-21,SIP,1039,Verified
INV100269,120843,2024-09-12,SIP,987,Verified
INV100269,120843,2025-09-17,Redemption,5000,Verified
INV100270,100033,2025-02-11,SIP,10087,Verified
INV100270,100033,2025-03-06,SIP,9912,Verified
INV100270,119093,2025-04-05,SIP,10382,Verified
INV100270,100033,2025-05-06,SIP,9854,Verified
INV100270,119093,2025-06-09,SIP,10061,Verified
INV100270,100033,2025-07-11,SIP,10620,Verified
INV100270,100033,2025-08-12,SIP,9779,Verified
INV100270,100033,2025-09-08,SIP,9620,Verified
INV100270,119093,2025-10-03,SIP,8936,Verified
INV100270,119093,2025-10-26,SIP,9672,Verified
INV100270,119093,2025-11-15,Lumpsum,5000,Verified
INV100270,119093,2025-12-02,SIP,10201,Verified
INV100270,100033,2025-12-31,SIP,10002,Verified
INV100270,100033,2026-02-06,SIP,10778,Verified
INV100270,119093,2026-03-09,SIP,9522,Verified
INV100270,100033,2026-04-04,SIP,10639,Verified
INV100270,100033,2026-05-10,SIP,9849,Verified
INV100271,100033,2023-02-16,SIP,4933,Verified
INV100271,100033,2023-03-15,SIP,5000,Verified
INV100271,120503,2023-04-11,SIP,5103,Verified
INV100271,100033,2023-05-09,SIP,4953,Verified
INV100271,100033,2023-06-07,SIP,4890,Verified
INV100271,120503,2023-07-10,SIP,4558,Verified
INV100271,100033,2023-08-12,Redemption,5000,Verified
INV100271,120503,2023-08-15,SIP,5152,Verified
INV100271,100033,2023-09-16,SIP,4823,Verified
INV100271,100033,2023-10-12,SIP,4939,Verified
INV100271,120503,2023-11-13,SIP,4855,Verified
INV100271,100033,2023-12-15,SIP,4904,Verified
INV100271,100033,2024-01-18,SIP,4958,Verified
INV100271,100033,2024-02-13,SIP,4243,Verified
INV100271,100033,2024-03-09,SIP,5264,Verified
INV100271,100033,2024-04-05,SIP,4418,Verified
INV100271,120503,2024-04-28,SIP,5297,Verified
INV100271,125498,2025-04-15,Lumpsum,5000,Verified
INV100272,120503,2026-04-08,SIP,996,Verified
INV100272,119552,2026-04-14,Lumpsum,50000,Verified
INV100272,120503,2026-05-04,Lumpsum,5000,Verified
INV100272,125497,2026-05-06,SIP,967,Verified
INV100272,120503,2026-05-12,Redemption,5000,Verified
INV100272,120503,2026-05-20,SIP,1016,Verified
INV100273,120506,2024-12-18,SIP,1522,Verified
INV100273,120506,2025-01-10,SIP,1516,Verified
INV100273,120506,2025-02-05,SIP,1564,Verified
INV100273,120506,2025-03-09,SIP,1531,Verified
INV100273,120506,2025-04-01,SIP,1493,Verified
INV100273,120506,2025-04-26,SIP,1498,Verified
INV100273,120506,2025-05-16,SIP,1385,Verified
INV100273,120506,2025-06-19,SIP,1527,Verified
INV100273,120506,2025-07-17,SIP,1432,Verified
INV100273,120506,2025-08-11,SIP,1515,Verified
INV100273,120506,2025-09-08,SIP,1615,Verified
INV100273,120506,2025-10-07,SIP,1504,Verified
INV100273,120506,2025-10-31,SIP,1473,Verified
INV100273,120506,2025-11-30,SIP,1473,Verified
INV100273,119551,2025-12-03,Lumpsum,25000,Verified
INV100273,120506,2025-12-28,SIP,1524,Verified
INV100273,120506,2026-02-02,SIP,1510,Verified
INV100273,120506,2026-03-08,SIP,1546,Verified
INV100273,120506,2026-04-11,SIP,1455,Verified
INV100273,120506,2026-05-10,SIP,1485,Verified
INV100274,120503,2022-11-01,SIP,504,Pending
INV100274,120503,2022-12-02,SIP,500,Pending
INV100274,120503,2023-01-02,SIP,500,Pending
INV100274,120503,2023-01-30,SIP,500,Pending
INV100274,120503,2023-02-26,SIP,502,Pending
INV100274,120503,2023-03-28,SIP,500,Pending
INV100274,120503,2023-04-29,SIP,500,Pending
INV100274,120503,2023-06-07,SIP,500,Pending
INV100274,120503,2023-07-02,SIP,500,Pending
INV100274,120503,2023-08-05,SIP,500,Pending
INV100274,120503,2023-08-29,SIP,521,Pending
INV100274,120503,2023-09-26,SIP,516,Pending
INV100274,120503,2023-10-29,SIP,506,Pending
INV100274,120503,2023-12-07,SIP,500,Pending
INV100274,120503,2024-01-02,SIP,500,Pending
INV100274,120503,2024-02-10,SIP,544,Pending
INV100274,120503,2024-03-16,SIP,500,Pending
INV100274,120503,2024-03-31,Lumpsum,5000,Pending
INV100274,120503,2024-04-12,SIP,500,Pending
INV100274,119551,2024-04-15,Lumpsum,10000,Pending
INV100274,119552,2024-05-13,Lumpsum,5000,Pending
INV100274,120503,2026-01-18,Redemption,5000,Pending
INV100275,120844,2023-06-11,SIP,1914,Verified
INV100275,120844,2023-07-13,SIP,1980,Verified
INV100275,120844,2023-08-10,SIP,1921,Verified
INV100275,120844,2023-09-08,SIP,2187,Verified
INV100275,120844,2023-10-07,SIP,1886,Verified
INV100275,120844,2023-11-09,SIP,1953,Verified
INV100275,120844,2023-12-10,SIP,1940,Verified
INV100275,120844,2024-01-14,SIP,1941,Verified
INV100275,120844,2024-02-18,SIP,1896,Verified
INV100275,120844,2024-03-17,SIP,2139,Verified
INV100275,120844,2024-04-16,SIP,2227,Verified
INV100275,120844,2024-05-14,SIP,2025,Verified
INV100275,120844,2024-06-20,SIP,1849,Verified
INV100275,120844,2024-07-13,SIP,1921,Verified
INV100275,120844,2024-08-15,SIP,1840,Verified
INV100275,120844,2024-09-16,SIP,2052,Verified
INV100275,120844,2024-10-24,SIP,2104,Verified
INV100275,120844,2024-11-24,SIP,2135,Verified
INV100275,120844,2024-12-26,SIP,1954,Verified
INV100275,120844,2025-01-20,SIP,1944,Verified
INV100275,120844,2025-02-18,SIP,2017,Verified
INV100275,120844,2025-03-11,SIP,1979,Verified
INV100275,120844,2025-04-10,SIP,2054,Verified
INV100275,120844,2025-05-16,SIP,2018,Verified
INV100275,120844,2025-06-11,SIP,1819,Verified
INV100275,120844,2025-07-13,SIP,1914,Verified
INV100276,120503,2023-10-07,SIP,3078,Verified
INV100276,120843,2023-11-01,Lumpsum,25000,Verified
INV100276,149323,2023-11-29,SIP,2596,Verified
INV100276,149323,2024-01-06,SIP,3022,Verified
INV100276,149323,2024-02-22,SIP,2946,Verified
INV100276,120503,2024-03-16,SIP,3007,Verified
INV100276,149323,2024-05-12,SIP,3104,Verified
INV100276,149323,2024-06-27,SIP,2944,Verified
INV100276,149323,2024-07-13,SIP,3071,Verified
INV100276,149323,2024-08-29,SIP,2811,Verified
INV100276,120503,2024-11-17,SIP,3106,Verified
INV100276,149323,2024-12-26,SIP,3161,Verified
INV100276,120503,2025-01-17,SIP,3339,Verified
INV100276,120503,2025-02-18,SIP,2973,Verified
INV100276,149323,2025-05-05,SIP,2890,Verified
INV100276,149323,2025-06-19,SIP,3099,Verified
INV100277,120503,2022-10-15,SIP,1510,Verified
INV100277,120503,2022-11-13,SIP,1617,Verified
INV100277,120503,2022-12-17,SIP,1443,Verified
INV100277,125497,2023-01-12,SIP,1648,Verified
INV100277,120503,2023-02-06,SIP,1527,Verified
INV100277,120503,2023-03-06,SIP,1425,Verified
INV100277,125497,2023-04-01,SIP,1447,Verified
INV100277,120503,2023-05-06,SIP,1500,Verified
INV100277,120503,2023-06-02,SIP,1550,Verified
INV100277,120503,2023-06-30,SIP,1567,Verified
INV100277,125497,2023-07-24,SIP,1500,Verified
INV100277,120503,2023-08-22,SIP,1449,Verified
INV100277,120503,2023-12-05,Redemption,10000,Verified
INV100278,118636,2022-07-22,SIP,1988,Pending
INV100278,119599,2022-08-13,Lumpsum,25000,Pending
INV100278,118636,2022-09-25,SIP,2124,Pending
INV100278,118636,2022-12-19,SIP,1838,Pending
INV100278,118636,2023-01-15,SIP,2069,Pending
INV100278,118636,2023-02-19,SIP,2086,Pending
INV100278,118636,2023-04-09,SIP,2157,Pending
INV100278,118636,2023-06-13,SIP,2106,Pending
INV100278,118636,2023-07-19,SIP,1991,Pending
INV100278,118636,2023-08-26,SIP,1850,Pending
INV100278,118636,2023-11-08,SIP,2074,Pending
INV100278,118636,2023-12-16,SIP,2130,Pending
INV100278,118636,2024-01-17,SIP,1817,Pending
INV100278,118636,2024-03-22,SIP,1873,Pending
INV100278,118636,2024-05-02,SIP,2020,Pending
INV100278,118636,2024-06-23,SIP,2084,Pending
INV100278,118636,2024-08-18,SIP,2054,Pending
INV100278,118636,2024-09-16,SIP,2029,Pending
INV100278,118636,2024-09-30,SIP,2156,Pending
INV100278,118636,2024-10-16,SIP,1966,Pending
INV100278,118636,2024-11-03,SIP,1927,Pending
INV100278,118636,2024-12-18,SIP,1948,Pending
INV100278,118636,2025-02-23,SIP,2022,Pending
INV100278,118636,2025-03-30,SIP,1987,Pending
INV100278,118636,2025-06-07,SIP,2090,Pending
INV100278,118636,2025-06-29,SIP,1932,Pending
INV100278,120843,2025-08-05,Lumpsum,25000,Pending
INV100278,118636,2025-08-22,SIP,2035,Pending
INV100278,120503,2025-09-13,Lumpsum,50000,Pending
INV100278,118636,2025-09-14,SIP,2074,Pending
INV100278,118636,2025-10-11,SIP,2130,Pending
INV100278,118636,2025-12-05,SIP,1887,Pending
INV100278,118636,2026-01-08,SIP,1946,Pending
INV100278,118636,2026-02-25,SIP,1980,Pending
INV100278,118636,2026-03-19,SIP,1861,Pending
INV100278,118636,2026-05-13,SIP,2028,Pending
INV100279,120841,2023-12-20,SIP,1414,Verified
INV100279,120841,2024-01-20,SIP,1494,Verified
INV100279,120841,2024-02-21,SIP,1506,Verified
INV100279,120841,2024-03-25,SIP,1527,Verified
INV100279,120841,2024-04-27,SIP,1344,Verified
INV100279,120841,2024-05-22,SIP,1473,Verified
INV100279,120841,2024-06-25,SIP,1641,Verified
INV100279,120841,2024-07-24,SIP,1455,Verified
INV100279,120841,2024-08-15,SIP,1564,Verified
INV100279,120841,2024-09-09,Lumpsum,5000,Verified
INV100279,120841,2024-09-11,SIP,1721,Verified
INV100279,100033,2024-09-26,Lumpsum,100000,Verified
INV100279,120841,2024-10-08,SIP,1657,Verified
INV100279,120841,2024-11-09,SIP,1423,Verified
INV100279,120841,2024-12-09,SIP,1557,Verified
INV100279,120841,2025-01-07,SIP,1562,Verified
INV100279,120841,2025-02-09,SIP,1544,Verified
INV100279,120841,2025-02-10,Lumpsum,10000,Verified
INV100279,120841,2025-03-10,SIP,1412,Verified
INV100279,120841,2025-04-08,SIP,1513,Verified
INV100279,120841,2025-04-30,SIP,1512,Verified
INV100279,120841,2025-05-29,SIP,1403,Verified
INV100279,120841,2025-06-26,SIP,1477,Verified
INV100279,120841,2025-08-02,SIP,1516,Verified
INV100279,120841,2025-09-05,SIP,1492,Verified
INV100279,120841,2025-09-27,SIP,1550,Verified
INV100279,120841,2025-10-24,SIP,1475,Verified
INV100279,120841,2025-11-18,SIP,1505,Verified
INV100279,120841,2026-03-31,Redemption,2000,Verified
INV100280,118636,2023-11-13,SIP,2402,Verified
INV100280,120503,2023-12-02,SIP,2409,Verified
INV100280,120503,2023-12-26,SIP,2286,Verified
INV100280,120503,2024-01-17,SIP,2471,Verified
INV100280,118636,2024-02-09,SIP,2523,Verified
INV100280,120503,2024-03-08,SIP,2287,Verified
INV100280,118636,2024-04-07,SIP,2521,Verified
INV100280,120503,2024-04-24,Lumpsum,25000,Verified
INV100280,120503,2024-05-01,SIP,2596,Verified
INV100280,120503,2024-05-31,SIP,2673,Verified
INV100280,120842,2024-06-29,Lumpsum,5000,Verified
INV100280,118636,2024-07-14,SIP,2684,Verified
INV100280,120503,2024-09-27,SIP,2567,Verified
INV100280,118636,2024-12-14,SIP,2599,Verified
INV100280,120503,2025-02-28,SIP,2418,Verified
INV100280,118636,2025-05-31,SIP,2226,Verified
INV100280,118636,2025-08-08,SIP,2411,Verified
INV100280,120841,2025-09-29,Lumpsum,100000,Verified
INV100280,118636,2025-10-24,SIP,2426,Verified
INV100281,119552,2022-12-23,SIP,2294,Verified
INV100281,118632,2023-02-14,SIP,2473,Verified
INV100281,118632,2023-03-25,SIP,2419,Verified
INV100281,118632,2023-05-16,SIP,2494,Verified
INV100281,119552,2023-07-16,SIP,2469,Verified
INV100281,118632,2023-07-23,SIP,2406,Verified
INV100281,118632,2023-09-04,SIP,2369,Verified
INV100281,118632,2023-10-20,SIP,2803,Verified
INV100281,118632,2023-11-24,SIP,2336,Verified
INV100281,118632,2024-02-01,SIP,2609,Verified
INV100281,118632,2024-04-02,SIP,2447,Verified
INV100281,119552,2024-11-11,Lumpsum,5000,Verified
INV100281,102887,2026-01-10,Lumpsum,50000,Verified
INV100282,120503,2023-12-07,SIP,1612,Verified
INV100282,120504,2024-01-04,Redemption,10000,Verified
INV100282,120503,2024-01-07,SIP,1586,Verified
INV100282,120503,2024-02-14,SIP,1568,Verified
INV100282,120503,2024-03-15,SIP,1519,Verified
INV100282,120504,2024-04-14,SIP,1662,Verified
INV100282,120504,2024-05-11,SIP,1491,Verified
INV100282,120504,2024-06-04,SIP,1486,Verified
INV100282,120504,2024-07-01,SIP,1506,Verified
INV100282,120504,2024-07-26,SIP,1610,Verified
INV100282,120504,2024-08-29,SIP,1517,Verified
INV100282,120503,2024-09-27,SIP,1552,Verified
INV100282,120504,2024-10-24,SIP,1487,Verified
INV100282,120503,2024-11-17,SIP,1509,Verified
INV100282,120504,2024-12-15,SIP,1527,Verified
INV100282,120503,2025-01-19,SIP,1437,Verified
INV100282,120503,2025-02-16,SIP,1438,Verified
INV100282,120503,2025-03-15,SIP,1486,Verified
INV100282,120503,2025-04-16,SIP,1421,Verified
INV100282,120503,2025-05-21,SIP,1570,Verified
INV100282,120504,2025-06-16,SIP,1524,Verified
INV100282,120504,2025-07-15,SIP,1526,Verified
INV100282,120503,2025-08-13,SIP,1514,Verified
INV100282,120504,2025-09-10,SIP,1349,Verified
INV100282,120504,2025-10-12,SIP,1558,Verified
INV100282,120503,2025-11-12,SIP,1474,Verified
INV100282,120504,2025-12-16,SIP,1512,Verified
INV100282,120504,2026-01-14,SIP,1626,Verified
INV100282,120504,2026-02-10,SIP,1408,Verified
INV100282,120503,2026-03-14,SIP,1457,Verified
INV100282,120504,2026-04-11,SIP,1503,Verified
INV100282,120503,2026-05-11,SIP,1407,Verified
INV100283,119095,2025-04-21,SIP,882,Verified
INV100283,119095,2025-05-20,SIP,1085,Verified
INV100283,120506,2025-06-16,Lumpsum,10000,Verified
INV100283,119095,2025-06-21,SIP,975,Verified
INV100283,119095,2025-07-22,SIP,1048,Verified
INV100283,119095,2025-08-20,SIP,1131,Verified
INV100283,119095,2025-09-16,SIP,1050,Verified
INV100283,119095,2025-10-19,SIP,966,Verified
INV100283,119095,2025-11-16,SIP,1050,Verified
INV100283,102887,2025-11-23,Lumpsum,25000,Verified
INV100283,119095,2025-12-16,SIP,1016,Verified
INV100283,119095,2026-01-08,SIP,1032,Verified
INV100283,119095,2026-02-08,SIP,997,Verified
INV100283,119095,2026-03-11,SIP,980,Verified
INV100283,120504,2026-03-22,Lumpsum,10000,Verified
INV100283,119095,2026-04-07,SIP,988,Verified
INV100283,119095,2026-04-22,Redemption,2000,Verified
INV100283,119095,2026-05-05,SIP,1109,Verified
INV100284,120504,2024-09-04,SIP,1462,Verified
INV100284,102887,2024-09-10,SIP,1393,Verified
INV100284,120504,2024-10-15,SIP,1459,Verified
INV100284,120504,2024-12-06,SIP,1458,Verified
INV100284,120504,2025-01-01,SIP,1602,Verified
INV100284,102887,2025-01-23,SIP,1518,Verified
INV100284,102887,2025-01-29,SIP,1456,Verified
INV100284,102887,2025-04-06,SIP,1442,Verified
INV100284,120506,2025-04-17,Lumpsum,10000,Verified
INV100284,149323,2025-04-27,Lumpsum,25000,Verified
INV100284,120504,2025-05-04,SIP,1502,Verified
INV100284,120844,2025-07-11,Lumpsum,10000,Verified
INV100285,118636,2024-09-28,SIP,1617,Verified
INV100285,118636,2024-11-15,SIP,1492,Verified
INV100285,120841,2024-11-20,SIP,1471,Verified
INV100285,120841,2024-12-12,SIP,1561,Verified
INV100285,120841,2024-12-30,SIP,1466,Verified
INV100285,118636,2025-03-09,SIP,1455,Verified
INV100285,120841,2025-05-02,SIP,1567,Verified
INV100285,120841,2025-07-03,SIP,1498,Verified
INV100285,118636,2025-07-14,SIP,1499,Verified
INV100285,118636,2025-09-02,SIP,1445,Verified
INV100285,120841,2025-11-08,SIP,1431,Verified
INV100285,120841,2025-12-13,SIP,1644,Verified
INV100285,118636,2026-02-07,Redemption,5000,Verified
INV100285,118636,2026-02-09,SIP,1422,Verified
INV100285,120841,2026-03-12,SIP,1449,Verified
INV100285,118636,2026-04-29,SIP,1464,Verified
INV100286,149323,2024-01-28,SIP,2997,Verified
INV100286,149322,2024-02-05,Lumpsum,50000,Verified
INV100286,148569,2024-02-22,SIP,2720,Verified
INV100286,149323,2024-03-22,SIP,2999,Verified
INV100286,119552,2024-04-15,Lumpsum,10000,Verified
INV100286,148569,2024-04-25,SIP,3278,Verified
INV100286,120503,2024-05-02,Lumpsum,50000,Verified
INV100286,148569,2024-05-25,SIP,3059,Verified
INV100286,149323,2024-06-22,SIP,2712,Verified
INV100286,149323,2024-07-28,SIP,3207,Verified
INV100286,148569,2024-08-29,SIP,2854,Verified
INV100286,148569,2024-09-29,SIP,3230,Verified
INV100286,148569,2024-10-26,SIP,2894,Verified
INV100286,149323,2024-11-25,SIP,3179,Verified
INV100286,148569,2024-12-27,SIP,2747,Verified
INV100286,148569,2025-01-27,SIP,3005,Verified
INV100286,149323,2025-02-26,SIP,3179,Verified
INV100286,148569,2025-03-31,SIP,2992,Verified
INV100286,148569,2025-04-28,SIP,2748,Verified
INV100286,148569,2025-05-27,SIP,2744,Verified
INV100286,148569,2025-06-25,SIP,2992,Verified
INV100286,149323,2025-07-26,SIP,2787,Verified
INV100286,149323,2025-08-19,SIP,3199,Verified
INV100286,148569,2025-09-14,SIP,3315,Verified
INV100286,149323,2025-10-11,SIP,3051,Verified
INV100286,148569,2025-11-14,SIP,2801,Verified
INV100286,148569,2025-12-11,SIP,3045,Verified
INV100286,148569,2026-01-17,SIP,2926,Verified
INV100287,119599,2023-08-13,SIP,1004,Verified
INV100287,119599,2023-09-05,SIP,893,Verified
INV100287,119599,2023-10-10,SIP,1003,Verified
INV100287,119599,2023-11-09,SIP,938,Verified
INV100287,119599,2023-12-05,SIP,1053,Verified
INV100287,119599,2024-01-10,SIP,969,Verified
INV100287,120506,2024-07-20,Lumpsum,5000,Verified
INV100287,119599,2024-08-13,Redemption,10000,Verified
INV100287,120503,2024-11-09,Lumpsum,5000,Verified
INV100287,120503,2025-01-19,Lumpsum,10000,Verified
INV100288,120503,2023-09-02,SIP,1022,Verified
INV100288,119551,2023-10-02,SIP,1030,Verified
INV100288,120503,2023-11-02,SIP,1033,Verified
INV100288,119551,2023-11-30,SIP,1038,Verified
INV100288,120503,2024-01-01,SIP,1024,Verified
INV100288,120503,2024-02-04,SIP,995,Verified
INV100288,120503,2024-03-08,SIP,1008,Verified
INV100288,119551,2024-04-14,SIP,969,Verified
INV100288,119551,2024-05-23,SIP,895,Verified
INV100288,102887,2024-06-08,Lumpsum,100000,Verified
INV100288,120503,2024-06-24,SIP,1094,Verified
INV100288,120503,2024-07-25,SIP,961,Verified
INV100288,119551,2024-08-22,SIP,985,Verified
INV100288,120503,2024-09-19,SIP,963,Verified
INV100288,120503,2024-10-20,SIP,951,Verified
INV100288,119551,2024-11-12,SIP,1015,Verified
INV100289,120506,2025-10-25,SIP,997,Verified
INV100289,120506,2025-12-23,SIP,966,Verified
INV100289,120506,2026-01-26,SIP,990,Verified
INV100289,119092,2026-03-28,SIP,986,Verified
INV100289,120506,2026-04-12,Redemption,10000,Verified
INV100289,119552,2026-05-04,Lumpsum,10000,Verified
INV100289,120506,2026-05-23,SIP,991,Verified
INV100290,149322,2025-02-16,SIP,3146,Verified
INV100290,119092,2025-03-13,SIP,2990,Verified
INV100290,120503,2025-03-23,Lumpsum,50000,Verified
INV100290,118634,2025-04-04,Lumpsum,50000,Verified
INV100290,149322,2025-04-10,SIP,3274,Verified
INV100290,149322,2025-05-22,SIP,3316,Verified
INV100290,149322,2025-06-28,SIP,2757,Verified
INV100290,119092,2025-08-06,SIP,2920,Verified
INV100290,119092,2025-10-20,SIP,2687,Verified
INV100290,119092,2025-11-07,SIP,2849,Verified
INV100290,119092,2026-01-09,SIP,2955,Verified
INV100290,149322,2026-02-12,SIP,3107,Verified
INV100290,119092,2026-03-06,SIP,3055,Verified
INV100290,149322,2026-04-14,SIP,3059,Verified
INV100290,149322,2026-05-13,Redemption,5000,Verified
INV100291,119599,2025-03-07,SIP,507,Verified
INV100291,119599,2025-04-13,SIP,500,Verified
INV100291,119599,2025-05-31,SIP,500,Verified
INV100291,119599,2025-07-25,SIP,501,Verified
INV100291,119599,2025-08-26,SIP,533,Verified
INV100291,119599,2025-10-14,SIP,515,Verified
INV100291,119551,2025-11-30,Lumpsum,10000,Verified
INV100291,119599,2025-12-19,Redemption,2000,Verified
INV100291,119599,2025-12-26,SIP,535,Verified
INV100291,119599,2026-02-20,SIP,500,Verified
INV100291,125498,2026-03-07,Lumpsum,25000,Verified
INV100291,119095,2026-05-16,Lumpsum,10000,Verified
INV100292,120504,2023-05-09,SIP,1918,Verified
INV100292,120504,2023-06-29,SIP,2131,Verified
INV100292,120504,2023-09-06,SIP,2072,Verified
INV100292,120504,2023-09-17,SIP,1867,Verified
INV100292,118636,2023-09-26,Lumpsum,5000,Verified
INV100292,120504,2023-11-04,SIP,1997,Verified
INV100292,120504,2023-12-09,SIP,2190,Verified
INV100292,120504,2024-01-25,SIP,2054,Verified
INV100292,120504,2024-03-29,SIP,2005,Verified
INV100292,120503,2024-04-24,Lumpsum,10000,Verified
INV100292,120504,2024-07-03,SIP,1906,Verified
INV100292,120504,2024-08-04,SIP,1906,Verified
INV100292,120503,2024-09-09,Lumpsum,50000,Verified
INV100292,120504,2024-10-19,SIP,2080,Verified
INV100292,120504,2024-11-22,SIP,1914,Verified
INV100292,120504,2025-02-02,SIP,2036,Verified
INV100292,120504,2025-04-16,SIP,1994,Verified
INV100292,120504,2025-06-10,SIP,2030,Verified
INV100292,120504,2025-07-12,SIP,1986,Verified
INV100292,120504,2025-08-02,SIP,2049,Verified
INV100292,120504,2025-10-01,SIP,2099,Verified
INV100292,120504,2025-11-28,SIP,1988,Verified
INV100292,120504,2026-02-12,SIP,2089,Verified
INV100292,120504,2026-04-25,SIP,2145,Verified
INV100293,102887,2025-11-13,SIP,500,Pending
INV100293,102887,2025-12-15,SIP,500,Pending
INV100293,102887,2026-01-13,SIP,500,Pending
INV100293,102887,2026-02-06,Redemption,10000,Pending
INV100293,102887,2026-02-10,SIP,500,Pending
INV100293,102887,2026-03-15,SIP,512,Pending
INV100293,102887,2026-04-21,SIP,516,Pending
INV100293,119552,2026-05-10,Lumpsum,25000,Pending
INV100293,102887,2026-05-22,SIP,500,Pending
INV100294,125498,2026-05-19,Lumpsum,5000,Verified
INV100294,118636,2026-05-23,SIP,1368,Verified
INV100294,120841,2026-05-27,Lumpsum,5000,Verified
INV100295,119599,2022-03-21,SIP,1535,Verified
INV100295,119599,2022-05-15,SIP,1520,Verified
INV100295,119599,2022-06-26,SIP,1507,Verified
INV100295,120503,2022-08-06,SIP,1667,Verified
INV100295,119552,2022-09-11,Lumpsum,25000,Verified
INV100295,120503,2022-09-23,SIP,1500,Verified
INV100295,120503,2022-11-12,SIP,1557,Verified
INV100295,119599,2023-01-04,SIP,1469,Verified
INV100295,119599,2023-03-08,SIP,1428,Verified
INV100295,119599,2023-04-29,SIP,1517,Verified
INV100295,119599,2023-07-02,SIP,1492,Verified
INV100295,120503,2023-08-06,SIP,1500,Verified
INV100295,120503,2023-09-27,SIP,1522,Verified
INV100295,120503,2023-11-09,SIP,1574,Verified
INV100295,120503,2023-12-10,SIP,1557,Verified
INV100295,119599,2024-01-01,SIP,1513,Verified
INV100295,119599,2024-03-01,SIP,1388,Verified
INV100295,120503,2024-03-25,SIP,1540,Verified
INV100295,120503,2024-04-03,SIP,1540,Verified
INV100295,119599,2024-05-13,SIP,1448,Verified
INV100295,120503,2024-06-17,SIP,1536,Verified
INV100295,119599,2024-07-15,SIP,1460,Verified
INV100295,120503,2024-09-04,SIP,1448,Verified
INV100295,120503,2024-09-09,SIP,1527,Verified
INV100295,120503,2024-10-25,SIP,1423,Verified
INV100295,119599,2024-12-09,SIP,1536,Verified
INV100295,119599,2025-01-24,SIP,1552,Verified
INV100295,120503,2025-03-07,SIP,1555,Verified
INV100295,120503,2025-04-21,SIP,1597,Verified
INV100295,119599,2025-05-18,SIP,1501,Verified
INV100295,120503,2025-07-25,SIP,1473,Verified
INV100295,120503,2025-08-04,SIP,1330,Verified
INV100295,119599,2025-08-27,Redemption,20000,Verified
INV100295,120503,2025-10-29,SIP,1457,Verified
INV100295,119599,2025-12-19,SIP,1429,Verified
INV100295,119599,2026-01-26,SIP,1395,Verified
INV100295,120503,2026-01-31,SIP,1381,Verified
INV100295,120503,2026-04-06,SIP,1540,Verified
INV100296,120844,2025-01-18,SIP,913,Pending
INV100296,120843,2025-01-31,Lumpsum,5000,Pending
INV100296,125498,2025-03-30,SIP,926,Pending
INV100296,125498,2025-04-21,SIP,1019,Pending
INV100296,120844,2025-05-19,SIP,952,Pending
INV100296,120844,2025-05-29,SIP,1071,Pending
INV100296,120844,2025-07-20,SIP,974,Pending
INV100296,120844,2025-10-02,SIP,1029,Pending
INV100296,120843,2025-11-12,Lumpsum,5000,Pending
INV100296,125498,2026-01-31,Lumpsum,10000,Pending
INV100296,120844,2026-04-30,Redemption,5000,Pending
INV100297,119120,2026-01-28,SIP,3088,Pending
INV100297,119120,2026-02-24,SIP,2912,Pending
INV100297,119120,2026-03-25,SIP,2918,Pending
INV100297,119120,2026-03-28,Redemption,10000,Pending
INV100297,119120,2026-04-30,SIP,3047,Pending
INV100298,101207,2023-10-24,SIP,2977,Verified
INV100298,101207,2023-11-23,SIP,2950,Verified
INV100298,101207,2023-12-23,SIP,2729,Verified
INV100298,101207,2024-01-10,SIP,2854,Verified
INV100298,101207,2024-02-10,SIP,2517,Verified
INV100298,101207,2024-03-07,SIP,2712,Verified
INV100298,101207,2024-04-05,SIP,3293,Verified
INV100298,101207,2024-05-04,SIP,2984,Verified
INV100298,101207,2024-06-06,SIP,3003,Verified
INV100298,101207,2024-07-05,SIP,3138,Verified
INV100298,120503,2024-08-03,Lumpsum,5000,Verified
INV100298,101207,2024-08-05,SIP,3043,Verified
INV100298,101207,2024-09-03,SIP,2949,Verified
INV100298,101207,2024-10-06,SIP,2950,Verified
INV100298,101207,2024-11-09,SIP,2843,Verified
INV100298,149323,2025-02-25,Lumpsum,25000,Verified
INV100298,149322,2025-11-17,Lumpsum,50000,Verified
INV100299,125498,2023-02-26,SIP,5203,Verified
INV100299,119552,2023-03-30,SIP,4944,Verified
INV100299,119552,2023-05-07,SIP,5314,Verified
INV100299,119552,2023-07-10,SIP,5169,Verified
INV100299,119552,2023-09-09,SIP,5014,Verified
INV100299,125498,2023-11-01,SIP,5121,Verified
INV100299,125498,2023-11-30,SIP,4831,Verified
INV100299,119552,2024-01-08,SIP,4632,Verified
INV100299,119552,2024-03-06,SIP,5086,Verified
INV100299,125498,2024-03-24,SIP,4954,Verified
INV100299,119552,2024-10-24,Redemption,20000,Verified
INV100300,119092,2025-02-19,SIP,921,Verified
INV100300,120843,2025-03-11,Lumpsum,5000,Verified
INV100300,119092,2025-04-22,SIP,875,Verified
INV100300,101206,2025-07-03,SIP,1121,Verified
